Grupo,Familia,Nombre científico,Sinónimos,Nombre común,Ambiente,Distribución Nativa,Distribución Invasora,Origen,Presencia,Estatus,Regulada por otros instrumentos,Ficha,enciclovida_id
Peces,,Salvelinus fontinalis,"Baione fontinalis (Mitchill, 1814), Salmo canadensis Griffith & Smith, 1834, Salmo fontinalis Mitchill, 1814, Salmo hudsonicus Suckley, 1861, Salvelinus timagamiensis Henn & Rinckenbach 1925",Trucha de arroyo,Dulceacuícola; Salobre; Marino,Canadá y EUA (Froese & Pauly 2009),"Argentina, Australia, Austria, Belgica, Bolivia, Bulgaria, Chile, República Checa, Dinamarca, Francia, Alemania, India, Iran, Italia, Japón, México, Nueva Zelanda, Perú, Rumania, Federaación Rusa, Checoslovaquia, España, Suiza, Reino Unido, Venezuela (Froese & Pauly 2009)",Exótica,Presente,Invasora,,x,30304
Peces,,Scatophagus argus,,,Dulceacuícola,"Pacífico Indo Oriental, Golfo Pérsico, India, este de SriLanka, este de las Islas Sociedad, Norte del sur de Japón, sur y Norte de Australia y Nueva Caledonia (Eschmeyer et al. 2017)",,Exótica,,,,,
Peces,,Silurus glanis,Silurus silurus,,Dulceacuícola; Salobre,"Afganistán; Armenia, Azerbaiyán; Irán; Kazajistán; Siria; Turquía; Turkmenistán; Uzbekistán; Albania, Austria, Belarus, Bulgaria, República Checa, Estonia, Alemania, Grecia, Hungría, Lituania, Moldova, Polonia, Rumania, Serbia, Eslovaquia, Eslovenia, Suiza, Ucrania (CABI, 2015).",,Exótica,Ausente,,,,
Peces,,Siphateles bicolor,"Algansea bicolor, Algansea antica, Algansea formosa, Leucus dimidiatus, Rutilus columbianus, Gila bicolor","Carpita del Mohave, Mohave tui chub, Carpa de tui",Dulceacuícola,"Estados Unidos (Froese & Pauly, 2009)","NW Baja California (Río Santo Domingo), no existen registros recientes (Mendoza & Koleff, 2014)",Exótica,Por confirmar,Invasora,,x,37089
Peces,,Sparus aurata,"Sparus auratus Linnaeus, 1758",Dorada,Marino,"Mediterráneo (Okolodkov et al., 2007)","Bahía de la Paz (Okolodkov et al., 2007)",Exótica,Presente,Invasora,,x,37087
Peces,,Thorichthys callolepis,,,Dulceacuícola,Se desconoce,,Exótica,Presente,,,,30651
Peces,,Tilapia rendalli,"Chromis rendalli Boulenger 1897;  Tilapia christyi Boulenger 1915; Tilapia druryi Glichrist & Thompson, 1917; Tilapia gefuensis Thys van den Audenaerde,1964, Tilapia kirkhami Gilchrist & Thompson 1917, Tilapia latifrons Boulenger, 1906, Tilapia mackeani.",Tilapia del Congo,Dulceacuícola,"Angola, Botswana, Chad, República Democrática del Congo, Mozambique, Namibia, Sudáfrica, Swazilandia, Tanzania, Zambia, Zimbabwe (Awaiss et al., 2010)","Oaxaca, Tabasco y Michoacán (Soto, 1999). Introducida en Burundi; Cameroon; Congo; Gabon; Kenya; Madagascar; Rwanda; Uganda, Hawaii (Awaiss et al. 2010)",Exótica,Presente,Invasora,,x,37129
Peces,,Tilapia spp.,,Mojarra africana,Dulceacuícola,,,Exótica,Presente,,,,
Peces,,Tilapia zillii,"Acerina zillii, Chromis zillii, Coptodon zillii","Tilapia de vientre rojo, Mojarra africana",Dulceacuícola,"África tropical y subtropical y Medio Oriente (Lamothe, 1997)","Baja California (varias localidades) (Lamothe, 1997)",Exótica,Presente,Invasora,,x,37146
Peces,,Tinca tinca,,Tenca,Dulceacuícola,,,Exótica,Ausente,,,,
Aves,Sturnidae,Pastor roseus,,Estornino rosado,Terrestre,"Albania, Armenia, Austria, Azerbaiyán, Bulgaria, Croacia, Dinamarca, Georgia, Grecia, Italia, Macedonia, Yugoslavia, República de Moldava, Montenegro, Rumania, Federación Rusa, Serbia, Eslovaquia, Eslovenia, Turquía, Ucrania (Ashpole et al., 2015)",,Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,x,229905
Peces,,Tridentiger trigonocephalus,,,Dulceacuícola,"Nativo del Pacífico asiático (Japón, China y Corea) (Okolodkov et al., 2007)","sur de Australia y California (Okolodkov et al., 2007)",Exótica,Ausente,Invasora,,x,37142
Peces,,Zebrasoma velifer,,,Marino,,,Exótica,,,,,
Anfibios,,Eleutherodactylus planirostris,,Rana ladradora de invernadero,Terrestre,"Cuba. Islas Caimán (Samma, 2015)","Hawaii, México (Veracruz), Estados Unidos (Alabama, Florida) (Kraus et al., 1999)",Exótica,Presente,Invasora,,,35056
Anfibios,,Lithobates catesbeianus,Rana catesbeiana,Rana toro,Terrestre; Dulceacuícola,"Canadá, Estados Unidos y México (Santos-Barrera et al., 2009)","Argentina, Bélgica, Brasil, China, Colombia, Cuba, República Dominicana, Ecuador, Francia, Alemania, Grecia, Indonesia, Italia, Jamaica, Japón, Malasia, Países Bajos, Perú, Filipinas, Puerto Rico, Singapur, España, Taiwán, Tailandia, Reino Unido, Uruguay, Venezuela (Santos-Barrera et al., 2009)",Nativa,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,35402
Anfibios,,Xenopus laevis,Bufo laevis,Rana de uñas africana,Terrestre; Dulceacuícola,"Sureste de África (Álvarez-Romero et al., 2005).","Hacia el oeste se extiende hasta Camerún,  Chile y USA (Arizona, sur de California, Colorado, Florida, Louisana, Nevada, Nuevo México, Carolina del Norte, Virginia, Wisconsin y Wyoming). Tambien Reino Unido, Holanda y la Isla Ascensión (Álvarez-Romero et al., 2005).",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,36783
Reptiles,,Boiga irregularis,,Serpiente arbórea café,Terrestre,"Australia, Indonesia, Islas Solomon (GISD 2016)","Hawaii, Guam, Japón, Micronesia, Palau (GISD 2016)",Exótica,Ausente,,,,
Reptiles,,Tiliqua scincoides,,Escinco de lengua azul,Terrestre,Australia (The reptile Database. 2016),sur de Florida (Center for Invasive Species and ecosystem health. 2011),Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37156
Reptiles,,Varanus niloticus,,Nilo monitor,Terrestre,"África (CABI, 2016).",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37159
Reptiles,,Trachemys scripta subsp. elegans,"Emys elegans, Emys holbrooki, Emys sanguinolenta, Pseudemys scripta elegans, Trachemys elegans, Trachemys lineata",Tortuga japonesa,Dulceacuícola; Terrestre,"Este de Estados Unidos y en México noreste de Coahuila, Nuevo León y Tamaulipas (Seidel, 2002).","Australia, Bahamas, Bermuda, Brasil, Costa Rica, Francia, Guam, Italia, Japón, Corea, Micronesia, Nueva Zelanda, Islas Marianas del Norte, Polonia, España, Taiwán, Tailandia, Reino Unido, Estados Unidos, Vietnam, Islas Vírgenes Británicas, Bangladesh, India. Alemania (Pupins, 2007).

Sureste de Virginia a través del norte de Florida, Alabama, Mississippi, Louisiana y Texas al noroeste de México. Kentucky a Tennessee, al sur de  Ohio, el norte de Indiana, Illinois y el sureste de Iowa, y oeste de Kansas, Oklahoma y Nuevo México (Bringsoe, 2006).",Nativa,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,37832
Reptiles,,Varanus salvator,,Varano acuático,Terrestre,"Bangladesh, Camboya, China, Hong Kong, India, Indonesia, República Democrática Popular Lao, Malasia, Myanmar, Singapur, Sri Lanka, Tailandia, Vietnam (Bennett et al., 2010).",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37552
Reptiles,,Acanthophis praelongus,,Víbora de la muerte,Terrestre,"Indonesia, Australia (The Reptile Database, 2012)",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37148
Reptiles,,Ameiva ameiva,,Ameiva verde gigante,Terrestre,Desde Argentina hasta Costa Rica y las Antillas Menores (FFWCC 2012).,,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37150
Reptiles,,Python regius,,Pitón bola,Terrestre,"Benín, Camerún, África central, Costa de Marfil, Gambia, Gana, Guinea, Liberia, Mali, Nigeria, Senegal, Sierra Leona, sur de Sudán, Togo y Uganda (Auliya & Schmitz, 2010).","en Kwa Zulu Natal, Sudáfrica (Ministry of Environmental Affairs and Tourism South Africa 2009)",Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37153
Reptiles,,Physignathus cocincinus,,Dragón de agua chino,Terrestre,"Tailandia, Vietnam, Camboya (The Reptile Database, 2016)",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37542
Reptiles,,Malayopython reticulatus,Python reticulatus,Pitón reticulado,Terrestre,"Sureste de Asia (Federal Register, 2015)",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37155
Reptiles,,Chamaeleo gracilis,,Camaleón,Terrestre,"Angola, Benin, Burkina Faso, Camerún, República Democrática del Congo, Costa de Marfil, Etiopía, Gambia, Ghana, Guinea, Kenia, Liberia, Malí, Nigeria, Senegal, Sierra Leona, Somalia, Tanzania (Tolley et al., 2014).",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37533
Reptiles,,Corallus hortulanus,,Boa arborícola amazónica,Terrestre,,,Exótica,Confinado,,,,
Reptiles,,Epicrates cenchria,,Boa arcoíris,Terrestre,"Trinidad y Tobago, Guyana Francesa, Colombia, Venezuela, Perú, Brasil, Bolivia, Paraguay, Argentina (The Reptile Database, 2012)",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37536
Reptiles,,Eublepharis macularius,,Gecko leopardo morfo albino,Terrestre,"Afganistán, Pakistán y algunas regiones del noroeste de la India (Gauthier & Lesbarreres, 2010).",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37537
Reptiles,,Leiocephalus carinatus,,Perrito de costa,Terrestre,"Bahamas, Islas Caimán, Cuba, Honduras (McCranie, 2010).",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37539
Reptiles,,Chelydra serpentina,,Tortuga mordedora,Dulceacuícola; Terrestre,"América del Norte, desde Nueva Escocia, Nuevo Brunswick, sur de Quebec, sureste de Alberta y el sureste de las Montañas Rocosas hasta Nuevo México, la costa del Golfo de México y el sur de Florida (Ernest et al., 1994).",,Nativa,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,37147
Reptiles,,Agama agama,,Lagarto de fuego,Terrestre,"Sudoeste del desierto del Sahara, en el norte hasta el sur de Angola y el este de Uganda (Wagner et al., 2009).","Estados Unidos (Wagner et al.,2009).",Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37529
Reptiles,,Chamaeleo senegalensis,,Camaleón de senegal,Terrestre,"Benin, Burkina Faso, Camerún, Costa de Marfil, Gambia, Ghana, Guinea, Malí, Níger, Nigeria, Senegal (Wilms et al., 2013)",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37152
Reptiles,,Dendroaspis jamesoni,,Mamba verde del Congo,Terrestre,"Ghana, Togo, Nigeria, Camerún, Guinea, Benin, República Central Africana, Congo, Kenia, Uganda, Ruanda, Burundi, Guinea Ecuatorial, Angola, Sudán, Zambia (EOL 2012)",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37534
Peces,Serrasalmidae,Piaractus brachypomus,,"Paco, Cachama Blanca, Morocoto",Dulceacuícola,"Sudamérica: cuencas del río Amazonas y Orinoco (Fishbase, 2010)","China, Papua Nueva Guinea (Fishbase, 2010)",Exótica,Presente,Invasora,,x,
Reptiles,,Gekko gecko,,Geco tokay,Terrestre,"Noroeste de la India, Nepal y Bangladesh, Burna, Tailandia, Indochina, sur de China, Malasia, Indonesia, Filipinas y el este del Archipielago Indo-Australiano (Bucol & Alcala, 2013).","Sudáfrica, introducida en Hawaii (PIER 2007), invasora en Everglades Florida (Ministry of Environmental Affairs and tourism 2009)",Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37538
Reptiles,,Anolis carolinensis,,Anolis verde,Terrestre,"Estados Unidos, Tamaulipas (Álvarez-Romero et al., 2005; Norval et al., 2012).","Tamaulipas (Álvarez-Romero et al., 2005).",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,37520
Reptiles,,Boa constrictor,,Boa constrictora,Terrestre,"Norte de México, América Central y al este de los Andes hasta el norte de Argentina, en el oeste se extiende hasta Perú (Lindemann, 2012)","Aruba, México, Puerto Rico, Estados Unidos  (GISD, 2010). Invasora en la Isla de Cozumel (Martínez-Morales & Cuarón 1999)",Nativa,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,26891
Reptiles,,Dendroaspis viridis,,Mamba verde africana,Terrestre,"Benin, Gambia, Guinea, Guinea Bissau, Senegal, Sierra Leona, Togo (	Luisel & Segniagbeto, 2013)",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37535
Reptiles,,Varanus indicus,,Varano de manglar,Terrestre,"Australia, Indonesia, Papua Nueva Guinea (Bennett & Sweet, 2010).",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37551
Reptiles,,Anolis garmani,,Anolis gigante de Jamaica,Terrestre,Jamaica (GISD 2010).,,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37151
Reptiles,,Basiliscus vittatus,Oedicoryphus vittatus,Basilisco rayado,Terrestre,"Centro de México en Jalisco y el sur de Tamaulipas hasta Panamá (Castañeda-Hernández et al., 2011).",,Nativa,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,26666
Reptiles,,Candoia carinata,,	Boa arborícola,Terrestre,"Indonesia, Papúa Nueva Guinea, Islas Solomón (The Reptile Database, 2012).",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37531
Reptiles,,Chamaeleo calyptratus,,Camaleón de velo,Terrestre,"Frontera entre Yemen y Arabia saudita (Jones, 2000)",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37532
Reptiles,,Anolis equestris,,Anolis cubano,Terrestre,"Cuba (Niederlander, 2002).",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37530
Reptiles,,Python brongersmai,,Pitón de cola corta,Terrestre,"Indonesia, Malasia, Tailandia (Grismer & Chan-Ard, 2012).",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37546
Reptiles,,Trachylepis quinquetaeniata,,Mabuya arcoiris,Terrestre,"Este, centro y oeste de África (Krysko et al., 2010).",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37550
Reptiles,,Morelia spilota,,Pitón de alfombra,Terrestre,"Australia (Nueva Gales del Sur, Territorio del Norte, Queensland, Australia del Sur, Victoria), Indonesia, Papúa Nueva Guinea (Shine & Allison, 2010)",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37540
Reptiles,,Morelia viridis,,Pitón arborícola verde,Terrestre,"Australia (Queensland), Indonesia, Papua Nueva Guinea (Auliya et al., 2010).",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37541
Reptiles,,Pogona vitticeps,,Dragón barbudo,Terrestre,"Este y centro de Australia (Periat, 2000).",,Exótica,Confinado,,Acuerdo especies exóticas SEMARNAT,x,37543
Reptiles,,Takydromus sexlineatus,,Lagarto de cola larga,Terrestre,"Camboya, China, Hong Kong, India, Indonesia, República Democrática Popular Lao, Malasia, Myanmar, Tailandia, Vietnam (Auliya, 2010)",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37548
Reptiles,,Tarentola mauritanica,,Salamanquesa común,Terrestre,"Algeria, Croacia, Egipto, Francia, Grecia, Italia, Libia, Marruecos, Portugal, Eslovenia, España, Túnez (Vogrin et al., 2009).",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37549
Reptiles,,Varanus exanthematicus,,Varano de la sabana,Terrestre,"Benin, Burkina Faso, Camerún, República Centroafricana, Chad, Congo, República Democrática del, Costa de Marfil, Etiopía, Gambia, Ghana, Guinea, Guinea Bissau, de Kenia, Liberia, Malí, Mauritania, Níger, Nigeria, Senegal, Sierra Leona, Sudán del Sur, Ir, Uganda (	Benntt & Sweet, 2010)",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37158
Reptiles,Teiidae,Salvator merianae,,,Terrestre,"Brasil, Paragua, Bolivia, Argentina y Uruguay (FFWCC, 2012)","Florida (FFWCC, 2012)",Exótica,Ausente,,,,
Reptiles,,Trachemys scripta troostii,"Emys troosti, Emys cumberlandensis,Trachemys troosti,Chrysemys troostii,Pseudemys scripta troostii",Tortuga de Cumberland,Dulceacuícola; Terrestre,"Este y noroeste de Tennessee y suroeste de Virginia (Somma et al., 2016).",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,40640
Reptiles,,Pseudemys nelsoni,,Tortuga vientre rojo de Florida,Dulceacuícola; Terrestre,"Península de Florida, el pantano Okefenokee al sur de Georgia, y en una población aislada en la Florida, cerca de Tallahassee (Jackson, 2010).",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37544
Reptiles,,Pseudemys peninsularis,,"Tortuga Florida, Tortuga de la península",Dulceacuícola; Terrestre,"Estados unidos  (van Dijk,  2013)",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37545
Reptiles,,Gehyra mutilata,,,Terrestre,"Madagascar, Seuchelles, Sri Lanka, India, Tailandia, Vietnam, Malasia, Taiwan, Japón, Filipinas, Singapur, Oceanía (The Reptile Database, 2015)","México: Jalisco, Nayarit, Sinaloa, Estados Unidos (The Reptile Database, 2015)",Exótica,Presente,,,,26677
Reptiles,,Sphaerodactylus argus,,,Terrestre,"Cuba, Jamaica (Álvarez-Romero et al., 2005).","Península de Yuctán (Álvarez-Romero et al., 2005)",Exótica,Presente,,,,26696
Reptiles,,Hemidactylus mabouia,Gekko mobouia,Geko centro africano,Terrestre,Asia tropial y el Indo-Pacífico (RÃƒÂ¶dder et al. 2008),"México (Veracruz),  América Central,  Venezuela, algunas islas del Pacífico, islas Masacrene (RÃƒÂ¶dder et al. 2008)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,26680
Reptiles,,Anolis sagrei,,"Lagartija chipojo, Merech, Anole",Terrestre,"Islas Caimán, Bahamas y Cuba (GISD 2008).","Jamaica y Gran Caimán, Belice, México, Florida, Texas, Luisiana y Georgia en los Estados Unidos de Norteamérica (Norval et al., 2002). Veracruz en las localidades de Minatitlán, Catemaco, San Andrés Tuxtla (Zamora, 2006) Campeche, Quintana Roo, Tabasco y bordeando la Península de Yucatán (Álvarez-Romero et al., 2005)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,37149
Reptiles,,Anolis allisoni,,Anolis Allison,Terrestre,"Belice, Cuba, Honduras (Álvarez-Romero et al., 2005).","Quintana Roo (Álvarez-Romero et al., 2005).",Exótica,Presente,,,,37555
Reptiles,,Hemidactylus turcicus,Lacerta turcica,"Cuija, Gecko pinto",Terrestre,"Mediterráneo (Lemos-Espinal, 2007).","Estados Unidos de América (Florida, Louisiana, Texas) y México (Campeche, Quintana Roo, Tabasco, Yucatán) (Álvarez-Romero et al., 2005).",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,26681
Reptiles,,Ramphotyphlops braminus,,Serpiente ciega enana,Terrestre,"India (GISD, 2015)","Hawái, Arabia Saudita y México: Ciudad del  Carmen, Campeche, Yucatán, Quintana Roo (Solano-Zavaleta et al., 2006), Valle de Tehuacán-Cuicatlán (Gutiérrez, 2001).",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,238778
Reptiles,,Hemidactylus frenatus,,"Cuija, Escorpión",Terrestre,"Islas del océano Pacífico (Álvarez-Romero et al., 2005)","Trópicos y subtrópicos de Europa, América. En México se encuentra en Baja California Sur, Campeche, Chiapas, Colima, Guerrero, Hidalgo, Jalisco, Nayarit, Oaxaca, Querétaro, Quintana Roo, San Luis Potosí, Tabasco, Tamaulipas, Veracruz, Yucatán (Álvarez-Romero et al., 2005),  Morelos (Gutiérrez-Mayén, 2001).",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,26679
Reptiles,,Tupinambis teguixin,,Lagarto overo,Terrestre,"Norte y Centro de América desds Colombia hasta el sudeste de Brasil (Passos et al., 2013)",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,37157
Reptiles,,Lampropeltis californiae,"Lampropeltis getula californiae, Lampropeltis getula nigrita",,Terrestre,"Estados Unidos (California, sur de Oregón, suroeste de Nevada, Utha, Arizona), México (norte de Baja California y Sonora) (The Reptile Database, 2016).",,Nativa,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,36819
Reptiles,,Trachemys scripta scripta,"Testudo serrata,Emys serrata,Pseudemys scripta scripta,Crysemys scripta scripta",Tortuga de panza amarilla,Dulceacuícola; Terrestre,"Sureste de Virginia, Georgia, Norte de Florida y parte oriental de Alabama (Somma et al., 2014).",,Exótica,Confinado,Invasora,Acuerdo especies exóticas SEMARNAT,x,40639
Reptiles,,Chrysemys picta bellii,,Tortuga pintada occidental,Dulceacuícola; Terrestre,"Norte de Chihuahua (Van Dijk, P.P. 2011). Del oeste de Ontario hasta la Columbia Británica y al sur hasta Missouri, el norte de Oklahoma, el este de Colorado, Wyoming e Idaho y el norte de Oregón (Ernest et al., 1994). C. p. bellii: Populations attributed to bellii inhabit the Rio Grande/Rio Bravo del Norte as it flows into Mexico, as well as the  endorrheic basin(s) west of Ciudad Juarez, northern Chihuahua (Iverson, 1992).",,Nativa,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,37834
