sp,prioridad,Reino,Divisionphylum,Clase,Orden,Familia,genero,especie,sub_sp,idCAT,CategoriaTaxonomica_idCAT,mapa,styler,boubox,clave,anio,autor
"Myiarchus nuttingi",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","nuttingi",,"14041AVES","especie","mnu071dpgw","dp_01g","minx=9.58592224121094 miny=-110.692527770996 maxx=30.0259246826172 maxy=-83.9925231933594","JM071","2018","Navarro-Sigüenza et al."
"Myiarchus nuttingi",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","nuttingi",,"14041AVES","especie","myia_nuttgw","poly_conabio_conabio_1p","minx=14.56136 miny=-111.613229 maxx=31.44136 maxy=-91.093229","CE015","2007","Navarro y Peterson"
"Myiarchus panamensis",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","panamensis",,"5692AVES","especie","mpa071dpgw","dp_01g","minx=7.21347379684448 miny=-85.4922103881836 maxx=10.5234746932983 maxy=-77.3322067260742","JM071","2018","Navarro-Sigüenza et al."
"Myiarchus tuberculifer",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","tuberculifer",,"14042AVES","especie","mtuv071dpgw","dp_01g","minx=7.2012734413147 miny=-111.585739135742 maxx=31.9212741851807 maxy=-77.3257293701172","JM071","2018","Navarro-Sigüenza et al."
"Myiarchus tuberculifer",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","tuberculifer",,"14042AVES","especie","myia_tube_wgw","poly_conabio_conabio_1p","minx=14.56136 miny=-110.363229 maxx=29.89136 maxy=-86.743229","CE015","2007","Navarro y Peterson"
"Myiarchus tuberculifer",3.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","tuberculifer",,"14042AVES","especie","myia_tube_sgw","poly_conabio_conabio_1p","minx=14.56136 miny=-110.003229 maxx=29.53136 maxy=-86.743229","CE015","2007","Navarro y Peterson"
"Myiarchus tyrannulus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","tyrannulus",,"14043AVES","especie","myia_tyragw","poly_conabio_conabio_1p","minx=14.56136 miny=-117.103229 maxx=32.64136 maxy=-86.743229","CE015","2007","Navarro y Peterson"
"Myiarchus tyrannulus",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","tyrannulus",,"14043AVES","especie","mtyv071dpgw","dp_01g","minx=9.53439331054688 miny=-116.973724365234 maxx=36.5743980407715 maxy=-83.8537139892578","JM071","2018","Navarro-Sigüenza et al."
"Myiarchus tyrannulus",3.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","tyrannulus",,"14043AVES","especie","myityr_invgw","poly_conabio_conabio_1p","minx=13.139586 miny=-109.219069 maxx=26.939586 maxy=-87.219069","AE023","2006","Peterson et al."
"Myiarchus tyrannulus",4.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","tyrannulus",,"14043AVES","especie","myityr_vergw","poly_conabio_conabio_1p","minx=13.139586 miny=-117.719069 maxx=37.239586 maxy=-86.719069","AE023","2006","Peterson et al."
"Myiarchus yucatanensis",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","yucatanensis",,"14044AVES","especie","myu071dpgw","dp_01g","minx=15.1403760910034 miny=-92.1122131347656 maxx=21.600378036499 maxy=-86.7322006225586","JM071","2018","Navarro-Sigüenza et al."
"Myiarchus yucatanensis",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","yucatanensis",,"14044AVES","especie","myia_yucagw","poly_conabio_conabio_1p","minx=17.64136 miny=-91.613229 maxx=21.60136 maxy=-86.743229","CE015","2007","Navarro y Peterson"
"Myiobius atricaudus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Onychorhynchidae","Myiobius","atricaudus",,"5693AVES","especie","matr071dpgw","dp_01g","minx=7.233473777771 miny=-85.0022125244141 maxx=10.3934745788574 maxy=-77.2922058105469","JM071","2018","Navarro-Sigüenza et al."
"Myiobius sulphureipygius",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Onychorhynchidae","Myiobius","sulphureipygius",,"14045AVES","especie","msu071dpgw","dp_01g","minx=7.24301290512085 miny=-97.1525573730469 maxx=21.4230136871338 maxy=-77.2025451660156","JM071","2018","Navarro-Sigüenza et al."
"Myiobius sulphureipygius",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Onychorhynchidae","Myiobius","sulphureipygius",,"14045AVES","especie","myio_sulpgw","poly_conabio_conabio_1p","minx=16.07136 miny=-97.273229 maxx=21.37136 maxy=-86.743229","CE015","2007","Navarro y Peterson"
"Myioborus miniatus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Myioborus","miniatus",,"13865AVES","especie","mmi071dpgw","dp_01g","minx=7.55530023574829 miny=-109.094909667969 maxx=28.7453022003174 maxy=-77.1949005126953","JM071","2018","Navarro-Sigüenza et al."
"Myioborus miniatus",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Myioborus","miniatus",,"13865AVES","especie","myio_minigw","poly_conabio_conabio_1p","minx=15.02136 miny=-109.763229 maxx=29.53136 maxy=-90.503229","CE015","2007","Navarro y Peterson"
"Myioborus miniatus",3.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Myioborus","miniatus",,"13865AVES","especie","myi_migw","aves_ce007","minx=15.380838 miny=-110.540879 maxx=30.390838 maxy=-91.750879","CE007","2006","Gómez de Silva"
"Myioborus pictus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Myioborus","pictus",,"13866AVES","especie","mpiv071dpgw","dp_01g","minx=12.6996507644653 miny=-112.557151794434 maxx=35.2596549987793 maxy=-85.5771408081055","JM071","2018","Navarro-Sigüenza et al."
"Myioborus pictus",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Myioborus","pictus",,"13866AVES","especie","myio_pictgw","poly_conabio_conabio_1p","minx=15.10136 miny=-111.953229 maxx=31.51136 maxy=-90.863229","CE015","2007","Navarro y Peterson"
"Myioborus pictus",3.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Myioborus","pictus",,"13866AVES","especie","myi_pigw","aves_ce007","minx=15.320838 miny=-110.520879 maxx=30.390838 maxy=-91.630879","CE007","2006","Gómez de Silva"
"Myioborus torquatus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Myioborus","torquatus",,"5621AVES","especie","mto071dpgw","dp_01g","minx=8.41037654876709 miny=-85.1922149658203 maxx=10.8403778076172 maxy=-79.9922027587891","JM071","2018","Navarro-Sigüenza et al."
"Myiodynastes hemichrysus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiodynastes","hemichrysus",,"5694AVES","especie","mhe071dpgw","dp_01g","minx=8.24037647247314 miny=-85.5022125244141 maxx=11.0203771591187 maxy=-80.3322067260742","JM071","2018","Navarro-Sigüenza et al."
"Myiodynastes luteiventris",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiodynastes","luteiventris",,"14046AVES","especie","mluv071dpgw","dp_01g","minx=7.20674657821655 miny=-111.056907653809 maxx=30.7067489624023 maxy=-77.773567199707","JM071","2018","Navarro-Sigüenza et al."
"Myiodynastes luteiventris",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiodynastes","luteiventris",,"14046AVES","especie","myio_lutegw","poly_conabio_conabio_1p","minx=16.07136 miny=-99.623229 maxx=24.64136 maxy=-86.753229","CE015","2007","Navarro y Peterson"
"Myiodynastes maculatus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiodynastes","maculatus",,"14047AVES","especie","mmai071dpgw","dp_01g","minx=7.20680713653564 miny=-85.9402389526367 maxx=11.4151411056519 maxy=-77.1985702514648","JM071","2018","Navarro-Sigüenza et al."
"Myiodynastes maculatus",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiodynastes","maculatus",,"14047AVES","especie","myio_macugw","poly_conabio_conabio_1p","minx=25.08136 miny=-116.763229 maxx=32.62136 maxy=-99.803229","CE015","2007","Navarro y Peterson"
"Myiodynastes maculatus",3.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiodynastes","maculatus",,"14047AVES","especie","mmav071dpgw","dp_01g","minx=7.20680713653564 miny=-102.381912231445 maxx=25.6818084716797 maxy=-77.1985702514648","JM071","2018","Navarro-Sigüenza et al."
"Myiopagis viridicata",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiopagis","viridicata",,"14048AVES","especie","mvi071dpgw","dp_01g","minx=7.21347379684448 miny=-106.612594604492 maxx=24.1334743499756 maxy=-77.7925872802734","JM071","2018","Navarro-Sigüenza et al."
"Myiopagis viridicata",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiopagis","viridicata",,"14048AVES","especie","myio_virigw","poly_conabio_conabio_1p","minx=14.71136 miny=-109.963229 maxx=23.74136 maxy=-86.743229","CE015","2007","Navarro y Peterson"
"Myiophobus fasciatus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiophobus","fasciatus",,"3163AVES","especie","mfa071dpgw","dp_01g","minx=7.6303768157959 miny=-84.7422103881836 maxx=10.3403778076172 maxy=-78.9222030639648","JM071","2018","Navarro-Sigüenza et al."
"Myiopsitta monachus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Myiopsitta","monachus",,"19517AVES","especie","mmo_presentgw","invasoras","minx=14.5340050259999 miny=-117.5 maxx=32.7173393079177 maxy=-86.708331727","00089333","2016","Martínez-Meyer et al."
"Myiopsitta monachus",2.0000000000000000e+00,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Myiopsitta","monachus",,"19517AVES","especie","mmo_50r45mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Myiopsitta monachus",3.0000000000000000e+00,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Myiopsitta","monachus",,"19517AVES","especie","mmo_50r85mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Myiopsitta monachus",4.0000000000000000e+00,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Myiopsitta","monachus",,"19517AVES","especie","mmo_70r45mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Myiopsitta monachus",5.0000000000000000e+00,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Myiopsitta","monachus",,"19517AVES","especie","mmo_70r85mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Myiornis atricapillus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiornis","atricapillus",,"3163AVES","especie","mat071dpgw","dp_01g","minx=7.233473777771 miny=-85.1422119140625 maxx=11.1734743118286 maxy=-77.2422027587891","JM071","2018","Navarro-Sigüenza et al."
"Myiothlypis fulvicauda",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Myiothlypis","fulvicauda",,"3146AVES","especie","mfu071dpgw","dp_01g","minx=7.21049308776855 miny=-88.1487045288086 maxx=15.9604940414429 maxy=-77.1986999511719","JM071","2018","Navarro-Sigüenza et al."
"Myiozetetes cayanensis",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiozetetes","cayanensis",,"5696AVES","especie","mca071dpgw","dp_01g","minx=7.233473777771 miny=-81.1822128295898 maxx=9.62347507476807 maxy=-77.2022018432617","JM071","2018","Navarro-Sigüenza et al."
"Myiozetetes granadensis",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiozetetes","granadensis",,"5696AVES","especie","mgr071dpgw","dp_01g","minx=7.21347379684448 miny=-86.3422088623047 maxx=15.9834747314453 maxy=-77.3322067260742","JM071","2018","Navarro-Sigüenza et al."
"Myiozetetes similis",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiozetetes","similis",,"14049AVES","especie","msi071dpgw","dp_01g","minx=7.2128734588623 miny=-108.077392578125 maxx=26.562873840332 maxy=-78.3373870849609","JM071","2018","Navarro-Sigüenza et al."
"Myiozetetes similis",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiozetetes","similis",,"14049AVES","especie","myio_simigw","poly_conabio_conabio_1p","minx=14.56136 miny=-109.983229 maxx=28.72136 maxy=-86.743229","CE015","2007","Navarro y Peterson"
"Myotis auriculus",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","auriculus",,"11201MAMIF","especie","myoauric_agw","mamiferos_ds006","minx=18.7076244354248 miny=-111.227806091309 maxx=31.6776275634766 maxy=-96.6477966308594","DS006","2006","Ceballos et al."
"Myotis californicus",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","californicus",,"11306MAMIF","especie","myocalif_agw","mamiferos_ds006","minx=15.8676261901855 miny=-117.127807617188 maxx=32.7176284790039 maxy=-92.1778030395508","DS006","2006","Ceballos et al."
"Myotis carteri",1.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","carteri",,"11348MAMIF","especie","mca053dpgw","dp_01g","minx=17.491003036499 miny=-106.031204223633 maxx=25.1823635101318 maxy=-100.423080444336","JM053","2016","Ballesteros-Barrera et al."
"Myotis carteri",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","carteri",,"11348MAMIF","especie","myocarte_agw","mamiferos_ds006","minx=17.9476261138916 miny=-105.687805175781 maxx=22.1276264190674 maxy=-99.9077987670898","DS006","2006","Ceballos et al."
"Myotis ciliolabrum",1.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","ciliolabrum",,"11381MAMIF","especie","myocilio_agw","mamiferos_ds006","minx=18.5676250457764 miny=-117.067810058594 maxx=32.5876274108887 maxy=-100.607803344727","DS006","2006","Ceballos et al."
"Myotis elegans",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","elegans",,"11485MAMIF","especie","myoelega_agw","mamiferos_ds006","minx=14.5376253128052 miny=-99.1678085327148 maxx=23.1076278686523 maxy=-87.5477981567383","DS006","2006","Ceballos et al."
"Myotis evotis",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","evotis",,"11504MAMIF","especie","myoevoti_agw","mamiferos_ds006","minx=23.007625579834 miny=-117.017807006836 maxx=32.5976295471191 maxy=-109.557800292969","DS006","2006","Ceballos et al."
"Myotis fortidens",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","fortidens",,"11540MAMIF","especie","myoforti_agw","mamiferos_ds006","minx=14.5376253128052 miny=-111.187805175781 maxx=30.9976272583008 maxy=-90.377799987793","DS006","2006","Ceballos et al."
"Myotis keaysi",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","keaysi",,"11747MAMIF","especie","myokeays_agw","mamiferos_ds006","minx=14.5376253128052 miny=-99.4778060913086 maxx=24.4876270294189 maxy=-86.7277984619141","DS006","2006","Ceballos et al."
"Myotis lucifugus",1.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","lucifugus",,"230904MAMIF","especie","myolucif_agw","mamiferos_ds006","minx=19.0776252746582 miny=-109.74781036377 maxx=31.7876262664795 maxy=-98.5278015136719","DS006","2006","Ceballos et al."
"Myotis nigricans",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","nigricans",,"12067MAMIF","especie","myonigri_agw","mamiferos_ds006","minx=14.5376253128052 miny=-100.357810974121 maxx=24.2076263427734 maxy=-90.377799987793","DS006","2006","Ceballos et al."
"Myotis peninsularis",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","peninsularis",,"12182MAMIF","especie","mpe053dpgw","dp_01g","minx=22.8710269927979 miny=-112.303115844727 maxx=26.1208972930908 maxy=-109.161567687988","JM053","2016","Ballesteros-Barrera et al."
"Myotis peninsularis",3.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","peninsularis",,"12182MAMIF","especie","myopenin_agw","mamiferos_ds006","minx=22.8776245117188 miny=-111.067810058594 maxx=24.9276275634766 maxy=-109.427803039551","DS006","2006","Ceballos et al."
"Myotis planiceps",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","planiceps",,"12228MAMIF","especie","myoplani_agw","mamiferos_ds006","minx=24.2676258087158 miny=-101.897804260254 maxx=25.6376266479492 maxy=-99.877799987793","DS006","2006","Ceballos et al."
"Myotis thysanodes",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","thysanodes",,"12423MAMIF","especie","myothysa_agw","mamiferos_ds006","minx=16.257625579834 miny=-117.127807617188 maxx=32.6176300048828 maxy=-92.5877990722656","DS006","2006","Ceballos et al."
"Myotis velifer",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","velifer",,"12473MAMIF","especie","myovelif_agw","mamiferos_ds006","minx=15.297625541687 miny=-114.697807312012 maxx=32.4576263427734 maxy=-91.4377975463867","DS006","2006","Ceballos et al."
"Myotis vivesi",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","vivesi",,"12503MAMIF","especie","mvi053dpgw","dp_01g","minx=25.7414817810059 miny=-117.127807617188 maxx=32.7162055969238 maxy=-107.019866943359","JM053","2016","Ballesteros-Barrera et al."
"Myotis volans",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","volans",,"12505MAMIF","especie","myovolan_agw","mamiferos_ds006","minx=18.5176258087158 miny=-117.127807617188 maxx=32.5876274108887 maxy=-97.5777969360352","DS006","2006","Ceballos et al."
"Myotis yumanensis",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","yumanensis",,"12533MAMIF","especie","myoyuman_agw","mamiferos_ds006","minx=18.8976249694824 miny=-117.127807617188 maxx=32.7176284790039 maxy=-98.4878005981445","DS006","2006","Ceballos et al."
"Myriocarpa cordifolia",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Rosales","Urticaceae","Myriocarpa","cordifolia",,"31833ANGIO","especie","mco002dpgw","dp_01g","minx=14.5661697387695 miny=-116.01399230957 maxx=32.7321128845215 maxy=-90.3650054931641","JM002","2018","Dávila-Aranda et al."
